SHA256 Hash,XOR Keys,Campaign Date,Payload Family,Extracted Config,Extracted C2 info,Payload Campaign designator,Payload Mutex
eaa103a6a63dad21dc2baf4bd6b4d74fc589f4a1371c81899edce25c27f62268,MTGNSGNADS,5/3/2024,Unknown .NET Loader,NONE,,,
eada4d07fcd5f9254873d857f9fd658a160e3b04f3568a295901c0337004622d,Sep111peSpe,10/10/2024,LummaStealer,"{""c2"": [""absorptioniw[.]site"", ""mysterisop[.]site"", ""snarlypagowo[.]site"", ""treatynreit[.]site"", ""chorusarorp[.]site"", ""abnomalrkmu[.]site"", ""soldiefieop[.]site"", ""questionsmw[.]store"", ""mysterisop[.]site""], ""port"": [], ""campaign"": ""6N4MYP--Feliz-2-Oct"", ""mutex"": """", ""non_standard"": {}}","absorptioniw[.]site,mysterisop[.]site,snarlypagowo[.]site,treatynreit[.]site,chorusarorp[.]site,abnomalrkmu[.]site,soldiefieop[.]site,questionsmw[.]store,mysterisop[.]site",6N4MYP--Feliz-2-Oct,
eb287ca6bc137141d82775a34ad1cd2f2aa10a22defae90c113a74ed38dda208,Sep111peSpe,9/23/2024,QwqdanchunRat (Quasar Fork),"{""c2"": [""doctorganador.duckdns[.]org""], ""port"": [""6600""], ""campaign"": ""ONE WORD"", ""mutex"": ""DcRatMutex_qwqdAKnsAJndk5aroiiswi499343"", ""non_standard"": {""Ver_sion"": "" 1.0.7"", ""In_stall"": ""false"", ""Install_Folder"": ""%AppData%"", ""Install_File"": ""SEPTIEMBRE.exe"", ""Key"": ""M0d1b212bkNRazVRN1NoOXA3Rmt0Wm01dkMyU3Z1Vlc="", ""MTX"": ""DcRatMutex_qwqdAKnsAJndk5aroiiswi499343"", ""Certifi_cate"": ""MIICMDCCAZmgAwIBAgIVAPdJPjCx7pYvZ/1H2FuVvfr12RcjMA0GCSqGSIb3DQEBDQUAMGQxFTATBgNVBAMMDERjUmF0IFNlcnZlcjETMBEGA1UECwwKcXdxZGFuY2h1bjEcMBoGA1UECgwTRGNSYXQgQnkgcXdxZGFuY2h1bjELMAkGA1UEBwwCU0gxCzAJBgNVBAYTAkNOMB4XDTIxMTIwOTIwNDY0MFoXDTMyMDkxNzIwNDY0MFowEDEOMAwGA1UEAwwFRGNSYXQwgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAIdi7KwbsK/emE6cPt5dZ26vDX2Y83z/zgIxipJ87lhQuqMSOuy1QkrgJX5XUNz5PQ/por9QVFR5PVqci3gzZBm4mS0970/CqX0XE17ywsS5ihs30fR1pRTF+KLeYPAhpBAEwkbVvNJ8utU4idXRMpI7gg5vAL+p9y7f2zNpTlqHAgMBAAGjMjAwMB0GA1UdDgQWBBT7xqJBZyhpISmxeSGJdX5wNfGQKjAPBgNVHRMBAf8EBTADAQH/MA0GCSqGSIb3DQEBDQUAA4GBACPGgtV6HR59DKCJKnhxSiNBDaLWjqMXxZjteXm0LLJbcuuWfZjE+XQi/qOGRNlZJwtrGrH3Va7j+e7tHhkr1zK5otNfeFw+GhFOv1pdsPpCoW1aj/ukciyZu/sPkMF/k/Z4cWXWQ5BFr58Piru6U+23EAzNY03x1oKE8m+gAs3L"", ""Server_signa_ture"": ""RKGPo3JraeWQTEnKvcFdxuSyFqvHD5Tqdlm+2WGXjNW1tF9b3LAMHCOnc/OkroeKVJxYZ1C74N/kgOh8hb8zHwBYdq9edEsb/1nKuOiavDwI8JGm3ROoBnbmfXano1JWCGkUuQ4PoB8nOE5jko+QRt9wfmgJcIYwNn6QzVrPrCM="", ""Paste_bin"": ""null"", ""BS_OD"": ""false"", ""Hw_id"": 0, ""De_lay"": ""1"", ""Group"": ""ONE WORD"", ""Anti_Process"": ""false"", ""An_ti"": ""false""}}",doctorganador.duckdns[.]org,ONE WORD,DcRatMutex_qwqdAKnsAJndk5aroiiswi499343
ebe7bff77210dc2a0abbfd66b0d177199196a7f1b07701ebd4bef9a04bbbc411,gasgff34534c,6/17/2024,DanaBot,NONE,,,
ec8344a4125b21078498e0eece9384d98601f07f2a5b59d063dad7688102fd1d,,1/1/2024,HeartCrypt Developer Test Sample,NONE,,,
eccb22533708e9915223c46a48b932ca1707c04e4b47a4371d2f8b1acac3bd2f,Edwardsigunecia,9/9/2024,RedlineStealer,"{""c2"": [""45[.]89.53.206:4663""], ""port"": [], ""campaign"": ""alpha003"", ""mutex"": """", ""non_standard"": {""ID"": ""alpha003"", ""Message"": """", ""Key"": ""Prettyish"", ""Version"": ""1""}}",45[.]89.53.206:4663,alpha003,
ed5e523acba44de27161183c6d947d65f73a11fabf39524a9b23b25fef951cfe,DOaEF1tcOtc,10/15/2024,Remcos,"{""c2"": [""assaasjdnsubdcdy.con-ip[.]com:1667""], ""port"": [], ""campaign"": ""Voltarger"", ""mutex"": ""Rmc-6611TX"", ""non_standard"": {""c2_list"": ""assaasjdnsubdcdy.con-ip[.]com:1667:1\u001e"", ""botnet"": ""Voltarger"", ""connect_interval"": 1, ""enable_install_flag"": 0, ""enable_hkcu_run_persistence_flag"": 1, ""enable_hklm_run_persistence_flag"": 1, ""keylogger_maximum_file_size"": ""100000"", ""enable_hklm_policies_explorer_run_flag"": 0, ""install_parent_directory"": 8, ""install_filename"": ""remcos.exe"", ""enable_persistence_directory_and_binary_hiding_flag"": 0, ""enable_process_injection_flag"": 0, ""mutex"": ""Rmc-6611TX"", ""keylogger_mode"": 1, ""keylogger_parent_directory"": 8, ""keylogger_filename"": ""logs[.]dat"", ""enable_keylogger_file_encryption_flag"": 0, ""enable_keylogger_file_hiding_flag"": 0, ""enable_screenshot_flag"": 0, ""screenshot_interval_in_minutes"": 10, ""enable_screenshot_specific_window_names_flag"": 0, ""screenshot_specific_window_names"": 0, ""screenshot_specific_window_names_interval_in_seconds"": 5, ""screenshot_parent_directory"": 6, ""screenshot_folder"": ""Screenshots"", ""enable_screenshot_encryption_flag"": 0, ""enable_audio_recording_flag"": 0, ""audio_recording_duration_in_minutes"": 5, ""audio_record_parent_directory"": 5, ""audio_record_folder"": ""MicRecords"", ""disable_uac_flag"": 0, ""logging_mode"": 0, ""connect_delay_in_second"": 0, ""keylogger_specific_window_names"": 0, ""enable_browser_cleaning_on_startup_flag"": 0, ""enable_browser_cleaning_only_for_the_first_run_flag"": 1, ""browser_cleaning_sleep_time_in_minutes"": 0, ""enable_uac_bypass_flag"": 0, ""install_directory"": ""Remcos"", ""keylogger_root_directory"": ""remcos"", ""enable_watchdog_flag"": 0, ""license"": ""86CDB103BEE8F4F4E4BB432E59BB138D"", ""enable_screenshot_mouse_drawing_flag"": 0, ""tls_raw_certificate"": ""MIH/MIGmoAMCAQICEEXRPyHAU+i0XClFtLLozd0wCgYIKoZIzj0EAwIwADAiGA8xOTcwMDEwMTAwMDAwMFoYDzIwOTAxMjMxMDAwMDAwWjAAMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgzAKBggqhkjOPQQDAgNIADBFAiBUcWvaxuUnpbxlhTmWEcnNtczlEXkRbUYoYCN+2VEZ1AIhALym5a5Ib2YXMN1rGi3FQzTjiXDMfTh6IufwChk8n/N9"", ""tls_key"": ""MHcCAQEEILUsPsd+8u6gorQ6vplb6DQet9vOAwT8PHYYn7RI4380oAoGCCqGSM49AwEHoUQDQgAE3JPa5NStPTFSzUFC/z4jpiFtSaZQ8jxUCrV0voM1MzYrPuUAb8DbgKIv9FHrRNQW+oBWKmhn9D99WsPyGeVhgw=="", ""tls_raw_peer_certificate"": ""MIIBADCBpqADAgECAhA1EEVwbinJOEquCzdLDyBzMAoGCCqGSM49BAMCMAAwIhgPMTk3MDAxMDEwMDAwMDBaGA8yMDkwMTIzMTAwMDAwMFowADBZMBMGByqGSM49AgEGCCqGSM49AwEHA0IABBDpkDyifvMvFU5G4T3X4NPgXSbjGygT9OXvKUN63IttHTejMFBes+ICPd+lF2i9ExWAYDh5oBbrexLrzNGdz3swCgYIKoZIzj0EAwIDSQAwRgIhAPHte18FxAxdCBRRd8kvfkylLF5k+QOnpkoeqXwRtdOWAiEA00CVbIQ6r4v8EeB0rQ5nIFgk+SYWWjNa+B3sBZoNlzY=""}}",assaasjdnsubdcdy.con-ip[.]com:1667,Voltarger,Rmc-6611TX
edd192a65b9a5d7df1076294077e896a872bf8c6c1ab8799415f1ddaf32e0144,XsxLO1tcOtc,10/16/2024,QwqdanchunRat (Quasar Fork),"{""c2"": [""pt4040.4cloud[.]click""], ""port"": [""4004""], ""campaign"": ""Z-Oct-16"", ""mutex"": ""DcRatMutex_qwqdanchun"", ""non_standard"": {""Ver_sion"": "" 1.0.7"", ""In_stall"": ""false"", ""Install_Folder"": ""%AppData%"", ""Install_File"": """", ""Key"": ""eEE3ZWRWeE9kc1hnUnlLeWJxc2dzSVJyZVRySDdxaUo="", ""MTX"": ""DcRatMutex_qwqdanchun"", ""Certifi_cate"": ""MIICMDCCAZmgAwIBAgIVAPdJPjCx7pYvZ/1H2FuVvfr12RcjMA0GCSqGSIb3DQEBDQUAMGQxFTATBgNVBAMMDERjUmF0IFNlcnZlcjETMBEGA1UECwwKcXdxZGFuY2h1bjEcMBoGA1UECgwTRGNSYXQgQnkgcXdxZGFuY2h1bjELMAkGA1UEBwwCU0gxCzAJBgNVBAYTAkNOMB4XDTIxMTIwOTIwNDY0MFoXDTMyMDkxNzIwNDY0MFowEDEOMAwGA1UEAwwFRGNSYXQwgZ8wDQYJKoZIhvcNAQEBBQADgY0AMIGJAoGBAIdi7KwbsK/emE6cPt5dZ26vDX2Y83z/zgIxipJ87lhQuqMSOuy1QkrgJX5XUNz5PQ/por9QVFR5PVqci3gzZBm4mS0970/CqX0XE17ywsS5ihs30fR1pRTF+KLeYPAhpBAEwkbVvNJ8utU4idXRMpI7gg5vAL+p9y7f2zNpTlqHAgMBAAGjMjAwMB0GA1UdDgQWBBT7xqJBZyhpISmxeSGJdX5wNfGQKjAPBgNVHRMBAf8EBTADAQH/MA0GCSqGSIb3DQEBDQUAA4GBACPGgtV6HR59DKCJKnhxSiNBDaLWjqMXxZjteXm0LLJbcuuWfZjE+XQi/qOGRNlZJwtrGrH3Va7j+e7tHhkr1zK5otNfeFw+GhFOv1pdsPpCoW1aj/ukciyZu/sPkMF/k/Z4cWXWQ5BFr58Piru6U+23EAzNY03x1oKE8m+gAs3L"", ""Server_signa_ture"": ""E62w49+hwqLNB3xW6oqo6sgpAmRRkPJ1sBm9Qk6CcaUrk0R5Uuu8TePdWMJKORIOCL36xAY2oY+iYnU20QHuZFDVkVULG2TUCJcbj/ksJZLbbfNa1z/Nt6lVIl1yZu4Ukx7HVduz83+bbvMBXAqrZo5MkxBvbs0+l/kXSK0msdA="", ""Paste_bin"": ""null"", ""BS_OD"": ""false"", ""Hw_id"": 0, ""De_lay"": ""1"", ""Group"": ""Z-Oct-16"", ""Anti_Process"": ""false"", ""An_ti"": ""false""}}",pt4040.4cloud[.]click,Z-Oct-16,DcRatMutex_qwqdanchun
ede149b1de958af88945f4744c1d95584615686a6db9d914069c0c7227ebe56b,Aug222guAgu,8/21/2024,XWorm,"{""c2"": [""xwrmsistem.duckdns[.]org""], ""port"": [""7000""], ""campaign"": """", ""mutex"": ""3wMQuoPMT069qkfP"", ""non_standard"": {""KEY"": ""<123456789>"", ""SPL"": ""<Xwormmm>"", ""Sleep"": ""3"", ""Groub"": ""ENVIO"", ""USBNM"": ""USB.exe"", ""mutex"": ""3wMQuoPMT069qkfP""}}",xwrmsistem.duckdns[.]org,,3wMQuoPMT069qkfP
ee11fbe9cc5f57380f27c7fb2b17e5b4e7b0ec6cd1449d3860a5e8902c13ac2c,MTGNSGNADS,6/24/2024,Vidar,"{""c2"": [""hXXps://steamcommunity[.]com/profiles/76561199699680841"", ""hXXps://t[.]me/memve4erin""], ""port"": [], ""campaign"": ""a1f03eedd789a0a461a24566b6c35aea"", ""mutex"": """", ""Strings"": [""GetProcAddress"", ""LoadLibraryA"", ""lstrcatA"", ""OpenEventA"", ""CreateEventA"", ""CloseHandle"", ""Sleep"", ""GetUserDefaultLangID"", ""VirtualAllocExNuma"", ""VirtualFree"", ""GetSystemInfo"", ""VirtualAlloc"", ""HeapAlloc"", ""GetComputerNameA"", ""lstrcpyA"", ""GetProcessHeap"", ""GetCurrentProcess"", ""lstrlenA"", ""ExitProcess"", ""GlobalMemoryStatusEx"", ""GetSystemTime"", ""SystemTimeToFileTime"", ""advapi32.dll"", ""gdi32.dll"", ""user32.dll"", ""crypt32.dll"", ""ntdll.dll"", ""GetUserNameA"", ""CreateDCA"", ""GetDeviceCaps"", ""ReleaseDC"", ""CryptStringToBinaryA"", ""sscanf"", ""NtQueryInformationProcess"", ""VMwareVMware"", ""HAL9TH"", ""JohnDoe"", ""DISPLAY"", ""%hu/%hu/%hu"", ""GetEnvironmentVariableA"", ""GetFileAttributesA"", ""GlobalLock"", ""HeapFree"", ""GetFileSize"", ""GlobalSize"", ""CreateToolhelp32Snapshot"", ""IsWow64Process"", ""Process32Next"", ""GetLocalTime"", ""FreeLibrary"", ""GetTimeZoneInformation"", ""GetSystemPowerStatus"", ""GetVolumeInformationA"", ""GetWindowsDirectoryA"", ""Process32First"", ""GetLocaleInfoA"", ""GetUserDefaultLocaleName"", ""GetModuleFileNameA"", ""DeleteFileA"", ""FindNextFileA"", ""LocalFree"", ""FindClose"", ""SetEnvironmentVariableA"", ""LocalAlloc"", ""GetFileSizeEx"", ""ReadFile"", ""SetFilePointer"", ""WriteFile"", ""CreateFileA"", ""FindFirstFileA"", ""CopyFileA"", ""VirtualProtect"", ""GetLogicalProcessorInformationEx"", ""GetLastError"", ""lstrcpynA"", ""MultiByteToWideChar"", ""GlobalFree"", ""WideCharToMultiByte"", ""GlobalAlloc"", ""OpenProcess"", ""TerminateProcess"", ""GetCurrentProcessId"", ""gdiplus.dll"", ""ole32.dll"", ""bcrypt.dll"", ""wininet.dll"", ""shlwapi.dll"", ""shell32.dll"", ""psapi.dll"", ""rstrtmgr.dll"", ""CreateCompatibleBitmap"", ""SelectObject"", ""BitBlt"", ""DeleteObject"", ""CreateCompatibleDC"", ""GdipGetImageEncodersSize"", ""GdipGetImageEncoders"", ""GdipCreateBitmapFromHBITMAP"", ""GdiplusStartup"", ""GdiplusShutdown"", ""GdipSaveImageToStream"", ""GdipDisposeImage"", ""GdipFree"", ""GetHGlobalFromStream"", ""CreateStreamOnHGlobal"", ""CoUninitialize"", ""CoInitialize"", ""CoCreateInstance"", ""BCryptGenerateSymmetricKey"", ""BCryptCloseAlgorithmProvider"", ""BCryptDecrypt"", ""BCryptSetProperty"", ""BCryptDestroyKey"", ""BCryptOpenAlgorithmProvider"", ""GetWindowRect"", ""GetDesktopWindow"", ""GetDC"", ""CloseWindow"", ""wsprintfA"", ""EnumDisplayDevicesA"", ""GetKeyboardLayoutList"", ""CharToOemW"", ""wsprintfW"", ""RegQueryValueExA"", ""RegEnumKeyExA"", ""RegOpenKeyExA"", ""RegCloseKey"", ""RegEnumValueA"", ""CryptBinaryToStringA"", ""CryptUnprotectData"", ""SHGetFolderPathA"", ""ShellExecuteExA"", ""InternetOpenUrlA"", ""InternetConnectA"", ""InternetCloseHandle"", ""InternetOpenA"", ""HttpSendRequestA"", ""HttpOpenRequestA"", ""InternetReadFile"", ""InternetCrackUrlA"", ""StrCmpCA"", ""StrStrA"", ""StrCmpCW"", ""PathMatchSpecA"", ""GetModuleFileNameExA"", ""RmStartSession"", ""RmRegisterResources"", ""RmGetList"", ""RmEndSession"", ""sqlite3_open"", ""sqlite3_prepare_v2"", ""sqlite3_step"", ""sqlite3_column_text"", ""sqlite3_finalize"", ""sqlite3_close"", ""sqlite3_column_bytes"", ""sqlite3_column_blob"", ""encrypted_key"", ""PATH"", ""C:\\\\ProgramData\\\\nss3.dll"", ""NSS_Init"", ""NSS_Shutdown"", ""PK11_GetInternalKeySlot"", ""PK11_FreeSlot"", ""PK11_Authenticate"", ""PK11SDR_Decrypt"", ""C:\\\\ProgramData\\\\"", ""Soft: "", ""SELECT origin_url, username_value, password_value FROM logins"", ""profile: "", ""Host: "", ""Login: "", ""Password: "", ""Opera"", ""OperaGX"", ""Network"", ""Cookies"", "".txt"", ""SELECT HOST_KEY, is_httponly, path, is_secure, (expires_utc/1000000)-11644480800, name, encrypted_value from cookies"", ""TRUE"", ""FALSE"", ""Autofill"", ""SELECT name, value FROM autofill"", ""History"", ""SELECT url FROM urls LIMIT 1000"", ""CC"", ""SELECT name_on_card, expiration_month, expiration_year, card_number_encrypted FROM credit_cards"", ""Name: "", ""Month: "", ""Year: "", ""Card: "", ""Cookies"", ""Login Data"", ""Web Data"", ""History"", ""logins[.]json"", ""formSubmitURL"", ""usernameField"", ""encryptedUsername"", ""encryptedPassword"", ""guid"", ""formhistory[.]sqlite"", ""SELECT host, isHttpOnly, path, isSecure, expiry, name, value FROM moz_cookies"", ""SELECT fieldname, value FROM moz_formhistory"", ""SELECT url FROM moz_places LIMIT 1000"", ""cookies[.]sqlite"", ""places[.]sqlite"", ""Plugins"", ""Local Extension Settings"", ""Sync Extension Settings"", ""IndexedDB"", ""Opera Stable"", ""Opera GX Stable"", ""CURRENT"", ""chrome-extension_"", ""_0.indexeddb[.]leveldb"", ""Local State"", ""profiles[.]ini"", ""chrome"", ""opera"", ""firefox"", ""Wallets"", ""%08lX%04lX%lu"", ""ProductName"", ""SOFTWARE\\\\Microsoft\\\\Windows NT\\\\CurrentVersion"", ""x32"", ""x64"", ""%d/%d/%d %d:%d:%d"", ""HARDWARE\\\\DESCRIPTION\\\\System\\\\CentralProcessor\\\\0"", ""ProcessorNameString"", ""SOFTWARE\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Uninstall"", ""DisplayName"", ""DisplayVersion"", ""freebl3.dll"", ""mozglue.dll"", ""msvcp140.dll"", ""nss3.dll"", ""softokn3.dll"", ""vcruntime140.dll"", ""\\\\Temp\\\\"", "".exe"", ""runas"", ""open"", ""/c start "", ""%DESKTOP%"", ""%APPDATA%"", ""%LOCALAPPDATA%"", ""%USERPROFILE%"", ""%DOCUMENTS%"", ""%PROGRAMFILES%"", ""%PROGRAMFILES_86%"", ""%RECENT%"", ""*.lnk"", ""Files"", ""\\\\discord\\\\"", ""\\\\Local Storage\\\\leveldb\\\\CURRENT"", ""\\\\Local Storage\\\\leveldb"", ""\\\\Telegram Desktop\\\\"", ""key_datas"", ""D877F783D5D3EF8C*"", ""map*"", ""A7FDF864FBC10B77*"", ""A92DAA6EA6F891F2*"", ""F8806DD0C461824F*"", ""Telegram"", ""Tox"", ""*.tox"", ""*.ini"", ""Password"", ""Software\\\\Microsoft\\\\Windows NT\\\\CurrentVersion\\\\Windows Messaging Subsystem\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""\\\\Outlook\\\\accounts[.]txt"", ""Software\\\\Microsoft\\\\Office\\\\13.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Software\\\\Microsoft\\\\Office\\\\14.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Software\\\\Microsoft\\\\Office\\15.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""Pidgin"", ""Software\\\\Microsoft\\\\Office\\16.0\\\\Outlook\\\\Profiles\\\\Outlook\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""\\\\.purple\\\\"", ""Software\\\\Microsoft\\\\Windows Messaging Subsystem\\\\Profiles\\\\9375CFF0413111d3B88A00104B2A6676\\\\"", ""00000001"", ""00000002"", ""00000003"", ""00000004"", ""accounts[.]xml"", ""dQw4w9WgXcQ"", ""token: "", ""Software\\\\Valve\\\\Steam"", ""SteamPath"", ""\\\\config\\\\"", ""ssfn*"", ""config[.]vdf"", ""DialogConfig[.]vdf"", ""DialogConfigOverlay*.vdf"", ""libraryfolders[.]vdf"", ""loginusers[.]vdf"", ""\\\\Steam\\\\"", ""sqlite3.dll"", ""browsers"", ""done"", ""Soft"", ""\\\\Discord\\\\tokens[.]txt"", ""/c timeout /t 5 & del /f /q \"""", ""\"" & del \""C:\\\\ProgramData\\\\*.dll\""\"" & exit"", ""C:\\\\Windows\\\\system32\\\\cmd.exe"", ""https"", ""POST"", ""Content-Type: multipart/form-data; boundary=----"", ""HTTP/1.1"", ""Content-Disposition: form-data; name=\"""", ""hwid"", ""build"", ""token"", ""file_name"", ""file"", ""message"", ""ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890"", ""screenshot[.]jpg"", ""uh]"", ""uh]""], ""non_standard"": {""dead_drop"": [], ""version"": ""10.1""}}","hXXps://steamcommunity[.]com/profiles/76561199699680841,hXXps://t[.]me/memve4erin",a1f03eedd789a0a461a24566b6c35aea,
ee231cb499908ddca8cba88cd674f9e30931457363eec6100734363772005548,bbbbb5,1/8/2024,HeartCrypt Developer Test Sample,NONE,,,
ee4e7f4fbfe7fee56f16b21eb0e33833e67f53ce020d0f8b6d0d58b646afd78f,43423fdasfdasfa32143242,4/1/2024,QuasarRat,"{""c2"": [""91[.]92.248.143:1000""], ""port"": [], ""campaign"": ""expressVPN_CC"", ""mutex"": ""8d8b042a-2518-4ae9-b021-0e420445bce0"", ""non_standard"": {""Version"": ""1.4.1"", ""SUBDIRECTORY"": ""SubDir"", ""INSTALLNAME"": ""Client.exe"", ""INSTALL"": ""false"", ""STARTUP"": ""false"", ""MUTEX"": ""8d8b042a-2518-4ae9-b021-0e420445bce0"", ""STARTUPKEY"": ""Quasar Client Startup"", ""HIDEFILE"": ""false"", ""ENABLELOGGER"": ""false"", ""ENCRYPTIONKEY"": ""A6FD37588684D6DA697E9A56880F9F2B49CE5EE3"", ""TAG"": ""expressVPN_CC"", ""LOGDIRECTORYNAME"": ""Logs"", ""SERVERSIGNATURE"": ""bSWO86WF895/abxHhSpg0QwaSUp734thZM+ptoCfBWUkuxOcprdFVTv/f1+7u3Dhvmc4JAD2rI3DeP7q9HRQzE+nfV91ud8IYlF1xqBl/01NKAFi/tyi7FZiyd54GlvW6kmpkWITVhn0k6V/Xcw/T+pgXIV++dUZpRVNtVWvvfE8ZJ+EFoMBs2AeVsDU9UZ3rohkx1jH/xjm/5xqRZkjw60qG9Ye/IiJh/owooIQnQViEoPP1gMp5sG5qNJyZn72yhe9knD/G0F+r19rgqsVOtnMuj4VFUFQRkxMMdsJ/Nf7YVs/ibWvr1h7P8Yu2nNECWHV9kLZ/XcCTwy9Xbnma7xS6ocR1QnQ0VjnlfIHI3uV8EPrsIwZVFST3qszm38fVdy0ptDaVZ9BTN7cEr/2nPENAMZHtt4Dq3slKUaPc2VMoUx9Lokqt3kvQ1EuMJjf1jklO7ULa6LtMZW/uKEAfGfh4W7JWVlsYSCHvoVol+J8J+MsrkWbZIzQTlwOZL+U5xIHJCoW5sa09bpbdDrhLEJAaLVxgKEm++rf9cut/FTv+RS5/kzOAgC849MSLfw9uoTsxwm2HNlg18vQ5YS1i0J98egoSTugZi5Ty9qgPjFbak14hFvc0mAjWvfuk3t5WfrWBsu/Jf++KpU1BD8Eyqwz4uozeYAGYEqo+CyyrGQ="", ""SERVERCERTIFICATESTR"": ""MIIE9DCCAtygAwIBAgIQAM6LfwL7p6ASvTIQRF8WXTANBgkqhkiG9w0BAQ0FADAbMRkwFwYDVQQDDBBRdWFzYXIgU2VydmVyIENBMCAXDTI0MDIyODA4MDgyM1oYDzk5OTkxMjMxMjM1OTU5WjAbMRkwFwYDVQQDDBBRdWFzYXIgU2VydmVyIENBMIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAjov4b5bwQUGjspDf45vbvz3r9LSgb9Zwq6vxRQkmUs//S7xhi+x2dG/aUQtuhfMjYGW788NEUXSuX8PqVNVYpk9G4CbfArWDv+D8ZPTksu5PRZxuGJGORGy0yjxOtmaBBepQUzB50EAuXzg8+6TxC4HowPCzX7Wp+rIE3IL3MYAW7NIWaYN007CGJtDQiTQUL5d2kwe87QmL+tuA+64JmDDAnDtlcUsazV3vo6rmwkIqujoFKj++Taq0YNF7zMLjl9NS9OAsXHBZ/fPquWBtqoe0VFn0leomwIH0RpuUHL72AQDj54/XDE28pSUXRFDcs2EPm4a+x4czZ1tZdYu+m1nG8UUTVXvdqpHZmofm2ICDCIkY8fADxNZdkbnqJKj1PSRLy0CE3X+9Hi3fgxhhE1qbg3uG9uP4ofiNk4LalpRukThcySEvuVSfuc93Nto9I5FbtnPtoltLc8PQ2vt2yPTKqRaqSBa+70VPTMc4UPU4ePvF1kSdFAyA4c6F3/kE9JVEFY8kiZMRh1nOLL8Vqg/rBp2R3NPpFm+O+LSvvcy1ydU5ddB3kRhu3lOkQ6bOBtUnDS2WhAWGdbFXKQ2pBVYr/pkTP6nF8GFacPs8rBeZpM8yZqaYVDfJ7X+7gXShwcFwHGmJF1Axd0s5BybTtGtDQbKfD2ReMaX52cHA/oMCAwEAAaMyMDAwHQYDVR0OBBYEFIAW5uYHGMyNeiscn6viPouYUrZ5MA8GA1UdEwEB/wQFMAMBAf8wDQYJKoZIhvcNAQENBQADggIBADy+tHLqcX7vMi9KHM/oWD0vdwAO9A2gZF0LkatjdTn8gtZf//aQJ+QTdZIvVl8I3sIoe6NRi/47x9ZyNHfquqkELWxni+9F2a/q5tX4RaQ3z1D+VPNngbz3e6L9hMGwch+U6/ArKqaNRJWzuaqUaa3GUN5ih0XBeujPHGYYfF/cXInwbgbppkTopzUKm3X1ljNZT3KaE8z49p3JN5+T2J3qc+gSEt7OwtDGCSahiFNJe4+4E0p4UVQlIPt1RPydkteqr+3ocvWR8KIpiOG07uJzSR2xH0gVsDNF8/pqbh9hRN70UWW8ur+nqzaK6IJhjwkT3KpWIF59KdCF+uLXjbJR1fLEFE27e6Bh/TBZVsdynvOU7jAOg6+IB6jOo1/hcn7K9mSGyCx1p5mj0bIHAjnIetTdazceLNhLofN9WLiW3pFbM8IflPF2zrmQlSaP3I9X5/qWBeuAoaDXVjnC7BaVBQbvGWyzGgJqGPtonOnZZ+plCzpFqGppMjNNBHcbQbWXv5+fzXXgSlhp24wSyebNTSbXulIILAUuYFTiXvvOcq9H0zsnCj77X5VCqfCcs8BdPvgl9ywWVrSROvk2RpPqn5Pf1ZBIZMOwLdmjbBwwO9uIKkbmDczTBtm4A9hJlhJFQBsPeCsQAbHIhE+rJ26kLZXuMwGsFdpiLMeVL48d"", ""HIDELOGDIRECTORY"": ""false"", ""HIDEINSTALLSUBDIRECTORY"": ""false"", ""INSTALLPATH"": """", ""LOGSPATH"": """", ""UNATTENDEDMODE"": ""true""}}",91[.]92.248.143:1000,expressVPN_CC,8d8b042a-2518-4ae9-b021-0e420445bce0
